OBJECTID,SubmitterOrganization,SubmitterPerson,Collector,InstitutionCode,CollectionCode,CatalogNumber,BasisOfRecord,Source,Family,Genus,ScientificName,Species,IdentifiedBy,IdentificationMethod,VerbatimCollectingDate,TimeCollected,Country,StateProvince,County,Locality,EarliestDateCollected,LatestDateCollected,DecimalLongitude,DecimalLatitude,CoordinateUncertaintyInMeters,VerbatimCoordinates,IndividualCount,Sex,LifeStage,Remarks,HabitatType,CollectingMethod,VerbatimHostName,HostScientificName,HostCommonName,HostIndividualCount,HostCountInfested,AssociatedParasite,NumberSpecimensParasiteTested,IdentificationMethodForParasite,NumberParasitePositive,ParasiteTestedBy,EarliestYearCollected,x,y
252873,U.S. Army Medical Research Directorate - Georgia (USAMRD-G) Walter Reed Army Institute of Research (WRAIR),MAJ Drew Reinbold-Wasson,"B. Knott, T. Chunashvili, I. Skhirtladze, D. Futkaradze",USAMRD-G,19-0435,,Human observation,GEIS P0031_19_GA_06.01 - VBD,Ixodidae,Dermacentor,Dermacentor reticulatus,reticulatus,"B. Knott, T. Chunashvili",,5/21/2019',,Georgia,Samtskhe-Javakheti,Akhalkalaki ,Akhalkalaki,5/21/2019 12:00:00 AM,5/21/2019 12:00:00 AM,43.490084,41.389909,3774,"41.3899091634717, 43.4900835443401",1,1F,Adult,"Tick Drag; open field, un-mowed just off the main road. Green grass around 10 inches high; Field - Unmowed",Vegetation,Dragging,,,,,,,,,,,2019
252874,U.S. Army Medical Research Directorate - Georgia (USAMRD-G) Walter Reed Army Institute of Research (WRAIR),MAJ Drew Reinbold-Wasson,T. Chunashvili,USAMRD-G,579a,,Human observation,GEIS P0092_18_GA_04.01 - Tick,Ixodidae,Rhipicephalus,Rhipicephalus spp.,,B. Knott,,6/21/2018',,Georgia,Kvemo Kartli,Rustavi,Rustavi,6/21/2018 12:00:00 AM,6/21/2018 12:00:00 AM,44.991068,41.547141,31,"41.547141, 44.991068",1,1F,Adult,Tick Attached to Animal; dog park type of area; Field - Mowed,,Crawling or attached to animal,Dog,Canius lupus familiaris,domestic dog,,,,,,,,2018
316616,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK,IS",USAMRD-G,210615-1520.01,Tick 21-04 21,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Ixodes,Ixodes ricinus,ricinus,DRW, ,6/15/2021 to 6/28/2021,1530,Georgia,Ajara,Keda,Keda; Keda,6/15/2021 12:00:00 AM,6/28/2021 12:00:00 AM,41.942897,41.594867,31,"41.5948674728697, 41.9428966194391",5,Male,Adult,samples were collected by local farmer; Tick Attached to Animal, ,Attached or crawling on animal,Cattle, , , , , ,0, , , ,2021,41.9428970000001,41.5948670000001
316617,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK,IS",USAMRD-G,210615-1520.02,Tick 21-04 22,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Ixodes,Ixodes ricinus,ricinus,DRW, ,6/15/2021 to 6/28/2021,1530,Georgia,Ajara,Keda,Keda; Keda,6/15/2021 12:00:00 AM,6/28/2021 12:00:00 AM,41.942897,41.594867,31,"41.5948674728697, 41.9428966194391",3,Female,Adult,samples were collected by local farmer; Tick Attached to Animal, ,Attached or crawling on animal,Cattle, , , , , ,0, , , ,2021,41.9428970000001,41.5948670000001
316618,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK,IS",USAMRD-G,210615-1520.03,Tick 21-04 23,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Ixodes,Ixodes ricinus,ricinus,DRW, ,6/15/2021 to 6/28/2021,1530,Georgia,Ajara,Keda,Keda; Keda,6/15/2021 12:00:00 AM,6/28/2021 12:00:00 AM,41.942897,41.594867,31,"41.5948674728697, 41.9428966194391",3,Female,Adult,samples were collected by local farmer; Tick Attached to Animal, ,Attached or crawling on animal,Cattle, , , , , ,0, , , ,2021,41.9428970000001,41.5948670000001
316619,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK,IS",USAMRD-G,210615-1520.04,Tick 21-04 24,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Ixodes,Ixodes ricinus,ricinus,DRW, ,6/15/2021 to 6/28/2021,1530,Georgia,Ajara,Keda,Keda; Keda,6/15/2021 12:00:00 AM,6/28/2021 12:00:00 AM,41.942897,41.594867,31,"41.5948674728697, 41.9428966194391",5,Female,Adult,samples were collected by local farmer; Tick Attached to Animal, ,Attached or crawling on animal,Cattle, , , , , ,0, , , ,2021,41.9428970000001,41.5948670000001
316620,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK,IS",USAMRD-G,210615-1600,Tick 21-04 25,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Ixodes,Ixodes ricinus,ricinus,DRW, ,6/15/2021 to 6/28/2021,1600,Georgia,Ajara,Keda,Khelvachauri; Kinchauri,6/15/2021 12:00:00 AM,6/28/2021 12:00:00 AM,42.333659,41.580835,31,"41.5808353576582, 42.3336589336395",4,Female,Adult,samples were collected by local farmer; Tick Attached to Animal, ,Attached or crawling on animal,cattle, , , , , ,0, , , ,2021,42.3336590000001,41.580835
316621,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK, TC",USAMRD-G,22GEO0428-1130.01,Temp Box Unassigned,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Dermacentor,Dermacentor marginatus,marginatus,DRW, ,4/28/2022,1115-1130,Georgia, , ,Akhaltsikhe; Chacharaqi,4/28/2022 12:00:00 AM,4/28/2022 12:00:00 AM,43.027569,41.642475,31,"41.64247507, 43.0275693",4,Male,Adult,Drag/Flag; Field - Unmowed,Vegetation,Dragging; Flagging, , , , , , ,0, , , ,2022,43.0275690000001,41.642475
316622,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK, TC",USAMRD-G,22GEO0428-1130.02,Temp Box Unassigned,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Dermacentor,Dermacentor marginatus,marginatus,DRW, ,4/28/2022,1115-1130,Georgia, , ,Akhaltsikhe; Chacharaqi,4/28/2022 12:00:00 AM,4/28/2022 12:00:00 AM,43.027569,41.642475,31,"41.64247507, 43.0275693",3,Male,Adult,Drag/Flag; Field - Unmowed,Vegetation,Dragging; Flagging, , , , , , ,0, , , ,2022,43.0275690000001,41.642475
316623,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK, TC",USAMRD-G,22GEO0428-1130.03,Temp Box Unassigned,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Dermacentor,Dermacentor marginatus,marginatus,DRW, ,4/28/2022,1115-1130,Georgia, , ,Akhaltsikhe; Chacharaqi,4/28/2022 12:00:00 AM,4/28/2022 12:00:00 AM,43.027569,41.642475,31,"41.64247507, 43.0275693",5,Female,Adult,Drag/Flag; Field - Unmowed,Vegetation,Dragging; Flagging, , , , , , ,0, , , ,2022,43.0275690000001,41.642475
316624,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK, TC",USAMRD-G,22GEO0428-1130.04,Temp Box Unassigned,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Dermacentor,Dermacentor marginatus,marginatus,DRW, ,4/28/2022,1115-1130,Georgia, , ,Akhaltsikhe; Chacharaqi,4/28/2022 12:00:00 AM,4/28/2022 12:00:00 AM,43.027569,41.642475,31,"41.64247507, 43.0275693",5,Female,Adult,Drag/Flag; Field - Unmowed,Vegetation,Dragging; Flagging, , , , , , ,0, , , ,2022,43.0275690000001,41.642475
316625,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK, TC",USAMRD-G,22GEO0428-1130.05,Temp Box Unassigned,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Dermacentor,Dermacentor reticulatus,reticulatus,DRW, ,4/28/2022,1115-1130,Georgia, , ,Akhaltsikhe; Chacharaqi,4/28/2022 12:00:00 AM,4/28/2022 12:00:00 AM,43.027569,41.642475,31,"41.64247507, 43.0275693",5,Female,Adult,Drag/Flag; Field - Unmowed,Vegetation,Dragging; Flagging, , , , , , ,0, , , ,2022,43.0275690000001,41.642475
316626,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK, TC",USAMRD-G,22GEO0428-1130.06,Temp Box Unassigned,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Haemaphysalis,Haemaphysalis punctata,punctata,DRW, ,4/28/2022,1115-1130,Georgia, , ,Akhaltsikhe; Chacharaqi,4/28/2022 12:00:00 AM,4/28/2022 12:00:00 AM,43.027569,41.642475,31,"41.64247507, 43.0275693",1,Male,Adult,Drag/Flag; Field - Unmowed,Vegetation,Dragging; Flagging, , , , , , ,0, , , ,2022,43.0275690000001,41.642475
316627,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK, TC",USAMRD-G,22GEO0428-1245,Temp Box Unassigned,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Haemaphysalis,Haemaphysalis punctata,punctata,DRW, ,4/28/2022,1230-1245,Georgia, , ,Akhaltsikhe; Minadze,4/28/2022 12:00:00 AM,4/28/2022 12:00:00 AM,43.047345,41.632538,31,"41.63253821, 43.04734546",1,Female,Adult,Drag/Flag; Field - Unmowed,Vegetation,Dragging; Flagging, , , , , , ,0, , , ,2022,43.0473450000001,41.6325380000001
316628,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK, TC",USAMRD-G,22GEO0428-1210.01,Temp Box Unassigned,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Haemaphysalis,Haemaphysalis punctata,punctata,DRW, ,4/28/2022,1155-1210,Georgia, , ,Akhaltsikhe; Muskhi,4/28/2022 12:00:00 AM,4/28/2022 12:00:00 AM,43.089647,41.60964,31,"41.60964036, 43.08964704",1,Male,Adult,Drag/Flag; Field - Unmowed,Vegetation,Dragging; Flagging, , , , , , ,0, , , ,2022,43.0896470000001,41.6096400000001
316629,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK, TC",USAMRD-G,22GEO0428-1210.02,Temp Box Unassigned,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Haemaphysalis,Haemaphysalis punctata,punctata,DRW, ,4/28/2022,1155-1210,Georgia, , ,Akhaltsikhe; Muskhi,4/28/2022 12:00:00 AM,4/28/2022 12:00:00 AM,43.089647,41.60964,31,"41.60964036, 43.08964704",1, ,Nymph,Drag/Flag; Field - Unmowed,Vegetation,Dragging; Flagging, , , , , , ,0, , , ,2022,43.0896470000001,41.6096400000001
316630,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK, TC",USAMRD-G,22GEO0427-1305.01,Temp Box Unassigned,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Dermacentor,Dermacentor marginatus,marginatus,DRW, ,4/27/2022,1250-1305,Georgia, , ,Akhaltsikhe; Orpholo gorge,4/27/2022 12:00:00 AM,4/27/2022 12:00:00 AM,43.091627,41.643339,31,"41.64333933, 43.0916265",1,Female,Adult,Drag/Flag; Field - Grazed,Vegetation,Dragging; Flagging, , , , , , ,0, , , ,2022,43.0916270000001,41.6433390000001
316631,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK, TC",USAMRD-G,22GEO0427-1305.02,Temp Box Unassigned,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Haemaphysalis,Haemaphysalis punctata,punctata,DRW, ,4/27/2022,1250-1305,Georgia, , ,Akhaltsikhe; Orpholo gorge,4/27/2022 12:00:00 AM,4/27/2022 12:00:00 AM,43.091627,41.643339,31,"41.64333933, 43.0916265",2,Male,Adult,Drag/Flag; Field - Grazed,Vegetation,Dragging; Flagging, , , , , , ,0, , , ,2022,43.0916270000001,41.6433390000001
316632,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK, TC",USAMRD-G,22GEO0427-1305.03,Temp Box Unassigned,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Haemaphysalis,Haemaphysalis punctata,punctata,DRW, ,4/27/2022,1250-1305,Georgia, , ,Akhaltsikhe; Orpholo gorge,4/27/2022 12:00:00 AM,4/27/2022 12:00:00 AM,43.091627,41.643339,31,"41.64333933, 43.0916265",2,Female,Adult,Drag/Flag; Field - Grazed,Vegetation,Dragging; Flagging, , , , , , ,0, , , ,2022,43.0916270000001,41.6433390000001
316633,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK, TC",USAMRD-G,22GEO0427-1230.01, Temp Box,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Dermacentor,Dermacentor spp., ,DRW, ,4/27/2022,1215-1240,Georgia, , ,Akhaltsikhe; Orpholo pond,4/27/2022 12:00:00 AM,4/27/2022 12:00:00 AM,43.105629,41.645978,31,"41.6459776223201, 43.1056291982531",0,Male,Adult,Drag/Flag; Field - Grazed,Vegetation,Dragging; Flagging, , , , , , ,0, , , ,2022,43.1056290000001,41.6459780000001
316634,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK, TC",USAMRD-G,22GEO0427-1230.02, Temp Box,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Dermacentor,Dermacentor spp., ,DRW, ,4/27/2022,1215-1240,Georgia, , ,Akhaltsikhe; Orpholo pond,4/27/2022 12:00:00 AM,4/27/2022 12:00:00 AM,43.105629,41.645978,31,"41.6459776223201, 43.1056291982531",0,Female,Adult,Drag/Flag; Field - Grazed,Vegetation,Dragging; Flagging, , , , , , ,0, , , ,2022,43.1056290000001,41.6459780000001
316635,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK, TC",USAMRD-G,22GEO0427-1230.03, Temp Box,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Dermacentor,Dermacentor spp., ,DRW, ,4/27/2022,1215-1240,Georgia, , ,Akhaltsikhe; Orpholo pond,4/27/2022 12:00:00 AM,4/27/2022 12:00:00 AM,43.105629,41.645978,31,"41.6459776223201, 43.1056291982531",0,Female,Adult,Drag/Flag; Field - Grazed,Vegetation,Dragging; Flagging, , , , , , ,0, , , ,2022,43.1056290000001,41.6459780000001
316636,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK, TC",USAMRD-G,22GEO0427-1230.04, Temp Box,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Haemaphysalis,Haemaphysalis spp., ,DRW, ,4/27/2022,1215-1240,Georgia, , ,Akhaltsikhe; Orpholo pond,4/27/2022 12:00:00 AM,4/27/2022 12:00:00 AM,43.105629,41.645978,31,"41.6459776223201, 43.1056291982531",0,Male,Adult,Drag/Flag; Field - Grazed,Vegetation,Dragging; Flagging, , , , , , ,0, , , ,2022,43.1056290000001,41.6459780000001
316637,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK, TC",USAMRD-G,22GEO0427-1230.05, Temp Box,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Haemaphysalis,Haemaphysalis spp., ,DRW, ,4/27/2022,1215-1240,Georgia, , ,Akhaltsikhe; Orpholo pond,4/27/2022 12:00:00 AM,4/27/2022 12:00:00 AM,43.105629,41.645978,31,"41.6459776223201, 43.1056291982531",0, ,Nymph,Drag/Flag; Field - Grazed,Vegetation,Dragging; Flagging, , , , , , ,0, , , ,2022,43.1056290000001,41.6459780000001
316638,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK, TC",USAMRD-G,22GEO0427-1200.01,Temp Box Unassigned,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Haemaphysalis,Haemaphysalis punctata,punctata,DRW, ,4/27/2022,1145-1200,Georgia, , ,Akhaltsikhe; Orpholo,4/27/2022 12:00:00 AM,4/27/2022 12:00:00 AM,43.115907,41.65377,31,"41.6537704525794, 43.115907087922",1,Female,Adult,Drag/Flag; Field - Grazed,Vegetation,Dragging; Flagging, , , , , , ,0, , , ,2022,43.115907,41.6537700000001
316639,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK, TC",USAMRD-G,22GEO0427-1200.02,Temp Box Unassigned,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Haemaphysalis,Haemaphysalis punctata,punctata,DRW, ,4/27/2022,1145-1200,Georgia, , ,Akhaltsikhe; Orpholo,4/27/2022 12:00:00 AM,4/27/2022 12:00:00 AM,43.115907,41.65377,31,"41.6537704525794, 43.115907087922",2, ,Nymph,Drag/Flag; Field - Grazed,Vegetation,Dragging; Flagging, , , , , , ,0, , , ,2022,43.115907,41.6537700000001
316640,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,bk,USAMRD-G,20200307 1213, ,Human observation,GEIS P0031_20_GA_06.01 - VBD-Tick,Ixodidae,Haemaphysalis,Haemaphysalis sulcata,sulcata,bk,Morphology,7-Mar-20,1213,Georgia,Shida Kartli,Kaspi,Kaspi,3/7/2020 12:00:00 AM,3/7/2020 12:00:00 AM,44.330877,41.869751,3774,"41.8697509765624, 44.3308774716451",1, ,Nymph,"Site Trap # Ertatsminda; concrete swale, vegetation had tall grasses but there was not a thick mulch base layer. ; temperature 10.4*; humidity57*; [""Exposed stream, ditch, channel"",""Field - Grazed"",""Roadside""]",Vegetation,Dragging, , , , , ,TBEV; Rickettsia spp,0, , , ,2020,44.330877,41.8697510000001
316641,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,bk,USAMRD-G,20200307 1124.01, ,Human observation,GEIS P0031_20_GA_06.01 - VBD-Tick,Ixodidae,Dermacentor,Dermacentor marginatus,marginatus,bk,Morphology,7-Mar-20,1124,Georgia,Shida Kartli,Kaspi,Kaspi,3/7/2020 12:00:00 AM,3/7/2020 12:00:00 AM,44.470651,41.850943,3774,"41.85094255503, 44.4706505822343",1,Female,Adult,"Site Trap # Telatgori; roadside lined with walnut trees, mulch base present, may allow for ticks to overwinter better than areas with just bare dirt.; temperature 10.4*; humidity57*; [""Forest edge"",""Roadside"",""Leaf Litter""]", ,Dragging, , , , , ,TBEV; Rickettsia spp,0, , , ,2020,44.4706510000001,41.8509430000001
316642,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,bk,USAMRD-G,20200307 1124.02, ,Human observation,GEIS P0031_20_GA_06.01 - VBD-Tick,Ixodidae,Dermacentor,Dermacentor marginatus,marginatus,bk,Morphology,7-Mar-20,1124,Georgia,Shida Kartli,Kaspi,Kaspi,3/7/2020 12:00:00 AM,3/7/2020 12:00:00 AM,44.470651,41.850943,3774,"41.85094255503, 44.4706505822343",2,Male,Adult,"Site Trap # Telatgori; roadside lined with walnut trees, mulch base present, may allow for ticks to overwinter better than areas with just bare dirt.; temperature 10.4*; humidity57*; [""Forest edge"",""Roadside"",""Leaf Litter""]", ,Dragging, , , , , ,TBEV; Rickettsia spp,0, , , ,2020,44.4706510000001,41.8509430000001
316643,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,bk,USAMRD-G,20200307 1124.03, ,Human observation,GEIS P0031_20_GA_06.01 - VBD-Tick,Ixodidae,Haemaphysalis,Haemaphysalis inermis,inermis,bk,Morphology,7-Mar-20,1124,Georgia,Shida Kartli,Kaspi,Kaspi,3/7/2020 12:00:00 AM,3/7/2020 12:00:00 AM,44.470651,41.850943,3774,"41.85094255503, 44.4706505822343",4,Female,Adult,"Site Trap # Telatgori; roadside lined with walnut trees, mulch base present, may allow for ticks to overwinter better than areas with just bare dirt.; temperature 10.4*; humidity57*; [""Forest edge"",""Roadside"",""Leaf Litter""]", ,Dragging, , , , , ,TBEV; Rickettsia spp,0, , , ,2020,44.4706510000001,41.8509430000001
316644,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,bk,USAMRD-G,20200307 1124.04, ,Human observation,GEIS P0031_20_GA_06.01 - VBD-Tick,Ixodidae,Haemaphysalis,Haemaphysalis inermis,inermis,bk,Morphology,7-Mar-20,1124,Georgia,Shida Kartli,Kaspi,Kaspi,3/7/2020 12:00:00 AM,3/7/2020 12:00:00 AM,44.470651,41.850943,3774,"41.85094255503, 44.4706505822343",2,Male,Adult,"Site Trap # Telatgori; roadside lined with walnut trees, mulch base present, may allow for ticks to overwinter better than areas with just bare dirt.; temperature 10.4*; humidity57*; [""Forest edge"",""Roadside"",""Leaf Litter""]", ,Dragging, , , , , ,TBEV; Rickettsia spp,0, , , ,2020,44.4706510000001,41.8509430000001
316645,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,bk,USAMRD-G,2020-02-22 1220, ,Human observation,GEIS P0031_20_GA_06.01 - VBD-Tick,Ixodidae,Haemaphysalis,Haemaphysalis inermis,inermis,tc,Morphology,22-Feb-20,1220,Georgia,Mtskheta-Mtianeti,Mtskheta,Mtskheta,2/22/2020 12:00:00 AM,2/22/2020 12:00:00 AM,44.587948,41.736351,3774,"41.736351, 44.587948",1,Female,Adult,"Site Trap # Bevreti; leaf litter under trees, trees without leaves, snow patches in shady spots around area, creek in canyon iced over. Sunny day, pleasant weather for a walk.; temperature 8.2*; humidity74*; Forest edge",Vegetation,Dragging, , , , , ,TBEV; Rickettsia spp,0, , , ,2020,44.587948,41.7363510000001
316646,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,bk,USAMRD-G,2020-02-22 1236.01, ,Human observation,GEIS P0031_20_GA_06.01 - VBD-Tick,Ixodidae,Haemaphysalis,Haemaphysalis inermis,inermis,tc,Morphology,22-Feb-20,1236,Georgia,Mtskheta-Mtianeti,Mtskheta,Mtskheta,2/22/2020 12:00:00 AM,2/22/2020 12:00:00 AM,44.590797,41.736359,3774,"41.7363586425781, 44.5907970642643",3,Female,Adult,"Site Trap # Bevreti; roadside grasses along forest edge, pine and deciduous trees, including oak. Some dogs walking with the group picked up a few ticks; temperature 8.2*; humidity74*; Roadside", ,Dragging, , , , , ,TBEV; Rickettsia spp,0, , , ,2020,44.5907970000001,41.736359
316647,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,bk,USAMRD-G,2020-02-22 1236.02, ,Human observation,GEIS P0031_20_GA_06.01 - VBD-Tick,Ixodidae,Haemaphysalis,Haemaphysalis inermis,inermis,tc,Morphology,22-Feb-20,1236,Georgia,Mtskheta-Mtianeti,Mtskheta,Mtskheta,2/22/2020 12:00:00 AM,2/22/2020 12:00:00 AM,44.590797,41.736359,3774,"41.7363586425781, 44.5907970642643",6,Male,Adult,"Site Trap # Bevreti; roadside grasses along forest edge, pine and deciduous trees, including oak. Some dogs walking with the group picked up a few ticks; temperature 8.2*; humidity74*; Roadside", ,Dragging, , , , , ,TBEV; Rickettsia spp,0, , , ,2020,44.5907970000001,41.736359
316648,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,bk,USAMRD-G,2020-02-22 1236.03, ,Human observation,GEIS P0031_20_GA_06.01 - VBD-Tick,Ixodidae,Dermacentor,Dermacentor reticulatus,reticulatus,tc,Morphology,22-Feb-20,1236,Georgia,Mtskheta-Mtianeti,Mtskheta,Mtskheta,2/22/2020 12:00:00 AM,2/22/2020 12:00:00 AM,44.590797,41.736359,3774,"41.7363586425781, 44.5907970642643",1,Female,Adult,"Site Trap # Bevreti; roadside grasses along forest edge, pine and deciduous trees, including oak. Some dogs walking with the group picked up a few ticks; temperature 8.2*; humidity74*; Roadside", ,Dragging, , , , , ,TBEV; Rickettsia spp,0, , , ,2020,44.5907970000001,41.736359
316649,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,bk,USAMRD-G,2020-02-22 1236.04, ,Human observation,GEIS P0031_20_GA_06.01 - VBD-Tick,Ixodidae,Dermacentor,Dermacentor reticulatus,reticulatus,tc,Morphology,22-Feb-20,1236,Georgia,Mtskheta-Mtianeti,Mtskheta,Mtskheta,2/22/2020 12:00:00 AM,2/22/2020 12:00:00 AM,44.590797,41.736359,3774,"41.7363586425781, 44.5907970642643",2,Male,Adult,"Site Trap # Bevreti; roadside grasses along forest edge, pine and deciduous trees, including oak. Some dogs walking with the group picked up a few ticks; temperature 8.2*; humidity74*; Roadside", ,Dragging, , , , , ,TBEV; Rickettsia spp,0, , , ,2020,44.5907970000001,41.736359
316650,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,bk,USAMRD-G,2020-02-22 1236.05, ,Human observation,GEIS P0031_20_GA_06.01 - VBD-Tick,Ixodidae,Haemaphysalis,Haemaphysalis punctata,punctata,tc,Morphology,22-Feb-20,1236,Georgia,Mtskheta-Mtianeti,Mtskheta,Mtskheta,2/22/2020 12:00:00 AM,2/22/2020 12:00:00 AM,44.590797,41.736359,3774,"41.7363586425781, 44.5907970642643",1,Male,Adult,"Site Trap # Bevreti; roadside grasses along forest edge, pine and deciduous trees, including oak. Some dogs walking with the group picked up a few ticks; temperature 8.2*; humidity74*; Roadside", ,Dragging, , , , , ,TBEV; Rickettsia spp,0, , , ,2020,44.5907970000001,41.736359
316651,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,k,USAMRD-G,2020-02-22 1317.01, ,Human observation,GEIS P0031_20_GA_06.01 - VBD-Tick,Ixodidae,Haemaphysalis,Haemaphysalis inermis,inermis,tc,Morphology,22-Feb-20,1317,Georgia,Mtskheta-Mtianeti,Mtskheta,Mtskheta,2/22/2020 12:00:00 AM,2/22/2020 12:00:00 AM,44.593305,41.739532,3774,"41.7395324707031, 44.5933047858645",3,Female,Adult,Site Trap # Bevreti; roadside grasses ; temperature 8.2*; humidity74*; Roadside, ,Dragging, , , , , ,TBEV; Rickettsia spp,0, , , ,2020,44.593305,41.7395320000001
316652,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,k,USAMRD-G,2020-02-22 1317.02, ,Human observation,GEIS P0031_20_GA_06.01 - VBD-Tick,Ixodidae,Haemaphysalis,Haemaphysalis inermis,inermis,tc,Morphology,22-Feb-20,1317,Georgia,Mtskheta-Mtianeti,Mtskheta,Mtskheta,2/22/2020 12:00:00 AM,2/22/2020 12:00:00 AM,44.593305,41.739532,3774,"41.7395324707031, 44.5933047858645",6,Male,Adult,Site Trap # Bevreti; roadside grasses ; temperature 8.2*; humidity74*; Roadside, ,Dragging, , , , , ,TBEV; Rickettsia spp,0, , , ,2020,44.593305,41.7395320000001
316653,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,k,USAMRD-G,2020-02-22 1317.03, ,Human observation,GEIS P0031_20_GA_06.01 - VBD-Tick,Ixodidae,Dermacentor,Dermacentor reticulatus,reticulatus,tc,Morphology,22-Feb-20,1317,Georgia,Mtskheta-Mtianeti,Mtskheta,Mtskheta,2/22/2020 12:00:00 AM,2/22/2020 12:00:00 AM,44.593305,41.739532,3774,"41.7395324707031, 44.5933047858645",1,Male,Adult,Site Trap # Bevreti; roadside grasses ; temperature 8.2*; humidity74*; Roadside, ,Dragging, , , , , ,TBEV; Rickettsia spp,0, , , ,2020,44.593305,41.7395320000001
316654,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK,TC, IS",USAMRD-G,210603-1700.01,Tick 21-04 18,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Rhipicephalus,Rhipicephalus rossicus,rossicus,DRW, ,6/3/2021 to 6/15/2021,1700,Georgia,Shida Kartli,Mtskheta,Mtskheta; Gorovani,6/3/2021 12:00:00 AM,6/15/2021 12:00:00 AM,44.671055,41.880476,31,"41.8804756651154, 44.6710545569658",5,Male,Adult,"Field - Grazed, Forest edge",Vegetation, , , , , , , ,0, , , ,2021,44.6710550000001,41.880476
